대명에너지|2022/03/16|-|%|-|-%|-|%|예정
지투파워|2022/03/14|-|%|-|-%|-|%|예정
브이씨|2022/02/24|-|%|-|-%|-|%|예정
바이오에프디엔씨|2022/02/21|-|%|28000|-%|-|%|예정
한국스팩10호|2022/02/21|-|%|2000|-%|-|%|예정
인카금융서비스|2022/02/16|-|%|18000|-%|-|%|예정
나래나노텍|2022/02/08|-|%|17500|-%|-|%|예정
아셈스|2022/02/07|-|%|8000|-%|-|%|예정
한화에이스스팩1호|2015/04/20|-|%|2000|%|2245|12.25%|-
유지인트|2015/04/13|-|%|15000|%|29150|94.33%|24800
케이티비스팩2호|2015/04/03|-|%|2000|%|2150|7.5%|2170
NS쇼핑(구.농수산홈쇼핑)|2015/03/27|11700|4.93%|235000|-95.02%|211500|-10%|215500
케이비스팩7호|2015/03/25|-|%|2000|%|2260|13%|2310
세화아이엠씨|2015/03/19|-|%|16300|%|18100|11.04%|16500
포시에스|2015/02/11|-|%|9100|%|15500|70.33%|16000
골든브릿지스팩2호|2015/02/05|-|%|2000|%|2220|11%|2165
현대드림스팩2호|2014/12/29|-|%|2000|%|1995|-0.25%|1995
케이비스팩6호|2014/12/29|-|%|2000|%|2030|1.5%|2105
국일신동|2014/12/29|-|%|1700|%|3225|89.71%|2745
영백씨엠|2014/12/29|-|%|5500|%|11000|100%|9510
NH스팩2호|2014/12/29|-|%|2000|%|2015|0.75%|2000
하이셈|2014/12/26|-|%|1500|%|2610|74%|2220
휴메딕스|2014/12/26|-|%|28000|%|43600|55.71%|39200
서전기전|2014/12/24|-|%|6500|%|8000|23.08%|9200
교보스팩3호|2014/12/24|-|%|2000|%|2005|0.25%|2010
오킨스전자|2014/12/24|-|%|7100|%|11000|54.93%|12650
하나머스트스팩3호|2014/12/24|-|%|2000|%|2015|0.75%|2010
아스트|2014/12/24|-|%|9500|%|8550|-10%|9000
케이비스팩5호|2014/12/24|-|%|2000|%|2000|0%|2000
넥스트엔터테인먼트월드|2014/12/23|-|%|16300|%|15800|-3.07%|18150
아이티센|2014/12/23|-|%|7500|%|8460|12.8%|8770
제일모직(구.삼성에버랜드)|2014/12/18|-|%|53000|%|106000|100%|113000
하이로닉|2014/12/17|-|%|51000|%|63800|25.1%|73300
하나머스트스팩2호|2014/12/17|-|%|2000|%|2000|0%|2000
우리에스엘스팩|2014/12/17|-|%|2000|%|2000|0%|2010
디티앤씨(구.디지털이엠씨)|2014/12/17|-|%|18500|%|30000|62.16%|26050
엘아이지스팩2호|2014/12/17|-|%|2000|%|2015|0.75%|2015
녹십자엠에스|2014/12/17|-|%|6000|%|9000|50%|10350
랩지노믹스|2014/12/16|-|%|13200|%|16650|26.14%|14250
에이디테크놀로지|2014/12/16|-|%|15000|%|13500|-10%|14000
비씨월드제약|2014/12/15|-|%|15700|%|18100|15.29%|17550
동부스팩2호|2014/12/12|-|%|2000|%|2010|0.5%|2
알테오젠|2014/12/12|-|%|26000|%|25150|-3.27%|21500
한국스팩2호|2014/12/10|-|%|2000|%|2015|0.75%|2005
에스케이씨코오롱피아이|2014/12/08|-|%|8000|%|7800|-2.5%|7580
대창스틸|2014/12/05|-|%|2500|%|3605|44.2%|4145
에프엔씨엔터테인먼트|2014/12/04|-|%|28000|%|25200|-10%|27600
하이스팩2호|2014/12/01|-|%|2000|%|2010|0.5%|2015
씨에스윈드|2014/11/27|-|%|43500|%|39150|-10%|33300
케이티비스팩1호|2014/11/24|-|%|2000|%|2030|1.5%|2025
텔콘|2014/11/24|-|%|14500|%|13800|-4.83%|11750
파티게임즈|2014/11/21|-|%|13000|%|26000|100%|29900
IBKS스팩2호|2014/11/20|-|%|2000|%|2030|1.5%|2015
유안타스팩1호|2014/11/19|-|%|2000|%|2045|2.25%|2055
디에이테크놀로지|2014/11/19|-|%|6600|%|7800|18.18%|6630
삼성SDS|2014/11/14|140500|1.81%|190000|-26.05%|380000|100%|327500
케이비스팩4호|2014/11/12|-|%|2000|%|2080|4%|2025
현대에이블스팩1호|2014/11/10|-|%|2000|%|3500|75%|2975
교보위드스팩|2014/11/07|-|%|2000|%|2250|12.5%|2585
테고사이언스|2014/11/06|-|%|13500|%|27000|100%|31050
슈피겐코리아|2014/11/05|-|%|27500|%|37100|34.91%|42650
테라셈|2014/10/30|-|%|3000|%|3200|6.67%|2745
영우디에스피|2014/10/29|-|%|5000|%|5500|10%|6320
대우스팩2호|2014/10/22|-|%|2000|%|2005|0.25%|-
신한스팩2호|2014/10/13|-|%|2000|%|1990|-0.5%|1995
메디아나|2014/10/07|-|%|6200|%|6370|2.74%|5850
데브시스터즈|2014/10/06|-|%|53000|%|71000|33.96%|61000
KB스팩3호|2014/09/30|-|%|2000|%|2045|2.25%|-
감마누|2014/08/14|-|%|11000|%|22000|100%|18700
우리스팩3호|2014/08/13|-|%|2000|%|2150|7.5%|2085
신화콘텍|2014/08/08|-|%|9100|%|8190|-10%|7100
쿠쿠전자|2014/08/06|-|%|104000|%|180000|73.08%|207000
파버나인|2014/08/04|-|%|12500|%|12300|-1.6%|12000
덕신하우징|2014/08/01|-|%|13000|%|21650|66.54%|20950
창해에탄올|2014/07/30|-|%|8300|%|16600|100%|14600
윈하이텍|2014/07/25|-|%|8300|%|13300|60.24%|15250
아진엑스텍|2014/07/24|-|%|7000|%|7900|12.86%|7060
미래에셋스팩2호|2014/07/23|-|%|2000|%|2110|5.5%|2160
화인베스틸|2014/07/22|-|%|4700|%|4490|-4.47%|5160
트루윈|2014/07/11|-|%|10500|%|17000|61.9%|14450
하나머스트스팩|2014/06/10|-|%|2000|%|2330|16.5%|2675
캐스텍코리아|2014/05/27|-|%|6500|%|11500|76.92%|9800
BGF리테일(구.보광훼미리마트)|2014/05/19|-|%|41000|%|57000|39.02%|55200
유진스팩1호|2014/05/08|-|%|2000|%|2090|4.5%|2065
KB스팩2호|2014/04/28|-|%|2000|%|2075|3.75%|2145
오이솔루션|2014/02/27|-|%|10000|%|20000|100%|23000
인터파크INT|2014/02/06|-|%|7700|%|15400|100%|17700
한국정보인증|2014/02/04|-|%|1800|%|2900|61.11%|3335
솔루에타|2013/12/27|-|%|24000|%|21600|-10%|22750
이지웰페어|2013/12/27|-|%|4400|%|7000|59.09%|8050
키움제2호스팩|2013/12/20|-|%|2000|%|2020|1%|1980
기가레인(구.맥시스)|2013/12/19|-|%|5500|%|4950|-10%|4280
인트로메딕|2013/12/19|-|%|6000|%|6700|11.67%|5700
알티캐스트|2013/12/06|-|%|8500|%|8500|0%|7940
현대공업|2013/12/04|-|%|7500|%|8850|18%|7610
엔브이에이치코리아|2013/12/03|-|%|4500|%|4440|-1.33%|4300
디엠티|2013/11/26|-|%|5700|%|5210|-8.6%|5990
우리기업인수목적2호|2013/11/21|-|%|2000|%|2005|0.25%|1970
신송홀딩스|2013/11/21|-|%|6500|%|10900|67.69%|10100
라이온켐텍|2013/11/19|-|%|12500|%|14200|13.6%|16050
램테크놀러지|2013/11/18|-|%|3900|%|6250|60.26%|5320
미동전자통신|2013/11/13|-|%|20000|%|19400|-3%|16500
에이씨티|2013/11/08|-|%|8100|%|12000|48.15%|10200
해성옵틱스|2013/11/06|-|%|6600|%|7800|18.18%|6850
내츄럴엔도텍|2013/10/31|-|%|40000|%|80000|100%|84700
현대로템|2013/10/30|-|%|23000|%|33700|46.52%|38750
테스나|2013/10/22|-|%|13500|%|15300|13.33%|13050
파수닷컴|2013/10/18|-|%|5800|%|6000|3.45%|6900
엘티씨|2013/10/08|-|%|20500|%|25000|21.95%|21250
지엔씨에너지|2013/10/02|-|%|6000|%|12000|100%|13800
아미코젠|2013/09/12|-|%|25000|%|50000|100%|57500
금호N.T|2013/08/02|-|%|3100|%|6200|100%|7130
파이오링크|2013/08/01|-|%|10500|%|18500|76.19%|15750
KG이티에스|2013/07/24|-|%|3800|%|4000|5.26%|4600
나스미디어|2013/07/17|-|%|8800|%|15050|71.02%|15350
엑세스바이오|2013/05/30|-|%|4500|%|9000|100%|10350
디에스알|2013/05/15|-|%|4000|%|5000|25%|5750
레고켐바이오사이언스|2013/05/10|-|%|15500|%|19900|28.39%|17500
삼목강업|2013/04/30|-|%|2600|%|3440|32.31%|3955
세호로보트|2013/04/03|-|%|7800|%|14000|79.49%|13050
윈팩|2013/03/07|-|%|4000|%|4050|1.25%|4340
코렌텍|2013/03/05|-|%|16000|%|15950|-0.31%|15550
제로투세븐|2013/02/19|-|%|8300|%|13050|57.23%|12000
지디|2013/02/13|-|%|18000|%|25150|39.72%|26200
아이원스|2013/02/07|-|%|4500|%|5500|22.22%|5200
우리이앤엘|2013/02/05|-|%|4900|%|4410|-10%|4790
아이센스|2013/01/30|-|%|19000|%|29200|53.68%|25950
포티스|2013/01/29|-|%|3900|%|5700|46.15%|6550
씨에스엘쏠라|2012/12/27|-|%|10000|%|12500|25%|11700
SBIAXES(구.AXES홀딩스)|2012/12/17|-|%|3600|%|3240|-10%|3725
우리로광통신|2012/11/27|-|%|10300|%|9270|-10%|8360
디젠스|2012/11/22|-|%|1800|%|2800|55.56%|2380
GMB코리아|2012/11/20|-|%|6000|%|5990|-0.17%|5810
맥스로텍|2012/11/16|-|%|7000|%|10650|52.14%|9100
와이엠씨|2012/11/15|-|%|6000|%|7090|18.17%|6030
CJ헬로비전|2012/11/09|-|%|16000|%|15100|-5.63%|15500
아바텍|2012/11/06|-|%|6300|%|10500|66.67%|12050
코이즈|2012/09/27|-|%|7500|%|9000|20%|9050
모다정보통신|2012/09/25|-|%|7000|%|8900|27.14%|7570
나노스|2012/08/02|-|%|7000|%|9280|32.57%|10650
에이제이렌터카(구.아주오토렌탈)|2012/07/27|-|%|7000|%|6460|-7.71%|6160
우양에이치씨|2012/07/26|-|%|5500|%|4950|-10%|5170
엠씨넥스|2012/07/25|-|%|15000|%|13500|-10%|11500
네이블커뮤니케이션즈|2012/07/19|-|%|9000|%|9920|10.22%|8730
디지탈옵틱|2012/07/13|2920|3.36%|11500|-74.61%|10900|-5.22%|12500
피엔티|2012/07/06|-|%|17000|%|22300|31.18%|19400
사조씨푸드|2012/06/29|-|%|10600|%|10000|-5.66%|8910
비아트론|2012/05/04|-|%|15900|%|25500|60.38%|21700
에스비아이모기지|2012/04/30|-|%|7000|%|6300|-10%|5360
코오롱패션머티리얼|2012/04/05|-|%|14500|%|20000|37.93%|23000
빛샘전자|2012/03/21|-|%|4400|%|8800|100%|10100
휴비스|2012/02/23|-|%|12200|%|12250|0.41%|11550
사람인에이치알|2012/02/21|-|%|5000|%|10000|100%|11500
뉴로스|2012/02/15|-|%|8500|%|13600|60%|12500
남화토건|2012/01/31|-|%|3000|%|4000|33.33%|4290
케이탑리츠|2012/01/31|-|%|5500|%|5550|0.91%|5130
동아팜텍|2012/01/20|-|%|24000|%|35000|45.83%|29750
원익머트리얼즈|2011/12/28|-|%|27000|%|40000|48.15%|38500
디엔에이링크|2011/12/26|-|%|7700|%|15400|100%|17700
GS리테일(지에스리테일)|2011/12/23|-|%|19500|%|19500|0%|22400
나이스디앤비|2011/12/22|-|%|1700|%|2450|44.12%|2815
시큐브|2011/12/21|-|%|4900|%|4410|-10%|5070
서암기계공업|2011/12/19|-|%|3800|%|4000|5.26%|3400
인터지스|2011/12/16|-|%|10000|%|9000|-10%|-
씨유메디칼시스템|2011/12/15|-|%|12000|%|16000|33.33%|18400
사파이어테크놀로지|2011/12/05|-|%|65000|%|58500|-10%|49800
넥스트리밍|2011/12/02|-|%|6000|%|5400|-10%|6210
티브이로직|2011/12/01|-|%|12000|%|10850|-9.58%|1530
에스에프씨|2011/11/30|-|%|14000|%|12600|-10%|10750
신진에스엠|2011/11/28|-|%|15000|%|15000|0%|13300
이엠넷|2011/11/25|-|%|6400|%|11400|78.13%|9700
와이지엔터테인먼트|2011/11/23|-|%|34000|%|68000|100%|78200
쎄미시스코|2011/11/18|-|%|9500|%|11100|16.84%|9900
아이테스트|2011/11/11|-|%|2400|%|2690|12.08%|-
테크윙|2011/11/10|-|%|23000|%|30000|30.43%|25500
신흥기계|2011/11/08|-|%|8500|%|16000|88.24%|17100
씨큐브|2011/11/08|-|%|5750|%|7000|21.74%|6140
씨엔플러스|2011/11/02|-|%|11500|%|15200|32.17%|14100
테라세미콘|2011/11/01|-|%|13500|%|23800|76.3%|24000
케이맥|2011/10/25|-|%|14500|%|24750|70.69%|28450
로보스타|2011/10/17|-|%|5800|%|7800|34.48%|8970
넥솔론|2011/10/14|-|%|4000|%|6000|50%|5200
대한과학|2011/10/11|-|%|3000|%|5010|67%|5760
피앤이솔루션|2011/09/27|-|%|8000|%|8110|1.38%|7070
화진|2011/08/10|-|%|4300|%|6330|47.21%|5390
제이씨케미칼|2011/08/08|-|%|7200|%|10300|43.06%|8800
아이씨디|2011/08/05|-|%|34000|%|62800|84.71%|72200
제닉|2011/08/03|-|%|22000|%|35600|61.82%|40900
경봉|2011/07/29|-|%|7100|%|10900|53.52%|9300
삼원강재|2011/07/22|-|%|4000|%|8000|100%|9200
상아프론테크|2011/07/21|-|%|6000|%|7680|28%|6700
신세계인터내셔날|2011/07/14|-|%|65000|%|103000|58.46%|118000
나이벡|2011/07/13|-|%|10000|%|15000|50%|12750
옵티시스|2011/07/12|-|%|7600|%|11000|44.74%|12100
대양전기공업|2011/07/08|-|%|9000|%|11200|24.44%|9550
한국항공우주산업|2011/06/30|-|%|15500|%|19300|24.52%|22150
하이마트|2011/06/29|-|%|59000|%|53100|-10%|57000
탑금속|2011/06/24|-|%|6500|%|8120|24.92%|8750
엠케이트렌드|2011/06/21|-|%|11000|%|15500|40.91%|13200
쓰리피시스템|2011/06/17|-|%|5800|%|5800|0%|4930
코오롱플라스틱|2011/06/15|-|%|4300|%|6900|60.47%|7150
리켐|2011/06/14|-|%|14000|%|18200|30%|20900
넥스트아이|2011/06/14|-|%|10000|%|9000|-10%|7740
완리인터내셔널홀딩스|2011/06/13|-|%|4100|%|3850|-6.1%|3275
KT스카이라이프|2011/06/03|-|%|17000|%|17500|2.94%|20100
엘티에스|2011/06/02|-|%|34000|%|30600|-10%|30200
세아특수강|2011/06/01|-|%|28000|%|32500|16.07%|37350
케이엠에이치|2011/05/25|-|%|9500|%|8550|-10%|7270
골프존|2011/05/20|-|%|85000|%|94400|11.06%|85500
한국종합기술|2011/04/28|-|%|7100|%|9300|30.99%|7910
이퓨쳐|2011/04/27|-|%|6400|%|12800|100%|10900
티케이케미칼|2011/04/26|-|%|5000|%|4850|-3%|5570
일진머티리얼즈|2011/03/04|-|%|15800|%|15300|-3.16%|14100
부스타|2011/02/23|-|%|4200|%|3780|-10%|4345
현대위아|2011/02/21|-|%|65000|%|76500|17.69%|70200
나노신소재|2011/02/09|-|%|17000|%|17550|3.24%|14950
케이아이엔엑스|2011/02/08|-|%|8000|%|8000|0%|6950
티피씨|2011/02/08|-|%|5200|%|7000|34.62%|5950
엘비세미콘|2011/01/31|-|%|4700|%|4650|-1.06%|4550
제이엔케이히터|2011/01/31|-|%|13600|%|12250|-9.93%|14050
딜리|2011/01/31|-|%|8000|%|7600|-5%|8740
블루콤|2011/01/26|-|%|12000|%|18850|57.08%|16050
인트론바이오테크놀로지|2011/01/26|-|%|6100|%|12200|100%|10400
중국고섬공고|2011/01/25|-|%|7000|%|6300|-10%|5900
씨그널정보통신|2011/01/24|-|%|8500|%|17000|100%|14450
다나와|2011/01/24|-|%|14000|%|25800|84.29%|21950
인텍플러스|2011/01/05|-|%|7000|%|14000|100%|16100
티에스이|2011/01/05|-|%|45000|%|66600|48%|76500
KB게임(KB스팩)|2011/01/05|-|%|2500|%|2700|8%|3105
두산엔진|2011/01/04|-|%|19300|%|22350|15.8%|25700
액트|2010/12/27|-|%|2700|%|2430|-10%|2790
대구도시가스|2010/12/24|-|%|5400|%|5560|2.96%|6390
현대HCN|2010/12/23|-|%|3800|%|3420|-10%|3600
IBKS스마트스팩|2010/12/22|-|%|1000|%|990|-1%|998
대정화금|2010/12/20|-|%|9200|%|13100|42.39%|13800
케이티스(구.한국인포서비스)|2010/12/17|-|%|2700|%|2920|8.15%|2635
한전산업개발|2010/12/16|-|%|5500|%|5490|-0.18%|5060
동부티에스블랙펄스팩|2010/12/08|-|%|2000|%|1970|-1.5%|1970
하이제1호스팩|2010/12/03|-|%|4000|%|4060|1.5%|4010
세우테크|2010/12/01|-|%|5500|%|6500|18.18%|7470
코라오홀딩스|2010/11/30|-|%|4800|%|7300|52.08%|6210
대구방송|2010/11/29|-|%|7500|%|7100|-5.33%|8160
케이티롤|2010/11/26|-|%|6800|%|8210|20.74%|9440
시그네틱스|2010/11/26|-|%|2600|%|2700|3.85%|2460
한국전자인증|2010/11/19|-|%|1600|%|1800|12.5%|2070
코프라|2010/11/12|-|%|7000|%|14000|100%|11950
디케이락|2010/11/12|-|%|7500|%|7480|-0.27%|6460
하나그린스팩1호|2010/11/10|-|%|4000|%|4210|5.25%|4220
아나패스|2010/11/05|-|%|52000|%|54400|4.62%|62500
삼본정밀전자|2010/11/05|-|%|8800|%|9300|5.68%|8600
케이엔엔|2010/11/03|-|%|9000|%|8800|-2.22%|8270
부국퓨쳐스타즈스팩|2010/10/29|-|%|2000|%|2300|15%|2305
아이텍반도체|2010/10/26|-|%|9100|%|9150|0.55%|8000
누리플랜|2010/10/26|-|%|5500|%|8400|52.73%|7800
인화정공|2010/10/22|-|%|26000|%|30200|16.15%|25700
코렌|2010/10/22|-|%|5800|%|6300|8.62%|5860
아이씨코리아|2010/10/19|-|%|2800|%|4500|60.71%|4740
키움제1호스팩|2010/10/05|-|%|2000|%|2100|5%|1985
휠라코리아|2010/09/28|-|%|35000|%|70000|100%|68700
포메탈|2010/09/17|-|%|6000|%|5710|-4.83%|6560
알파칩스|2010/09/17|-|%|12000|%|15500|29.17%|16550
케이티씨에스(구.한국인포데이타|2010/09/16|-|%|2600|%|3055|17.5%|2600
성융광전투자|2010/09/15|-|%|2800|%|2920|4.29%|2810
다원시스|2010/09/14|-|%|11000|%|11300|2.73%|12950
현대홈쇼핑|2010/09/13|-|%|90000|%|124500|38.33%|130500
이트레이드1호스팩|2010/09/10|-|%|2000|%|2005|0.25%|1995
씨젠|2010/09/10|-|%|30500|%|27450|-10%|31550
와이솔|2010/09/10|-|%|8000|%|7200|-10%|8280
에이치엠씨아이비1호스팩|2010/08/31|-|%|2000|%|2120|6%|2145
교보케이티비스팩|2010/08/27|-|%|4000|%|3950|-1.25%|3950
에스비아이앤솔로몬드림스팩|2010/08/24|-|%|1250|%|1235|-1.2%|1220
대신증권그로쓰알파|2010/08/24|-|%|2000|%|1990|-0.5%|1975
한국투자신성장1호스팩|2010/08/24|-|%|2200|%|2210|0.45%|2200
도화종합기술공사|2010/08/12|-|%|22000|%|19800|-10%|16900
엠에스오토텍|2010/08/06|-|%|5500|%|11000|100%|9350
이글루시큐리티|2010/08/04|-|%|14000|%|12600|-10%|10750
아이마켓코리아|2010/07/30|-|%|15300|%|22100|44.44%|25400
인터로조|2010/07/28|-|%|12000|%|10800|-10%|9200
하이텍팜|2010/07/28|-|%|11500|%|16200|40.87%|13800
우진|2010/07/26|-|%|15000|%|30000|100%|34500
웨이포트(홍콩)|2010/07/23|-|%|1400|%|1395|-0.36%|1190
크루셜텍|2010/07/21|-|%|23500|%|31900|35.74%|27150
에스디시스템|2010/07/16|-|%|14800|%|17500|18.24%|20100
한화스팩1호|2010/07/09|-|%|5000|%|4960|-0.8%|4985
신영증권스팩1호|2010/07/02|-|%|1000|%|1065|6.5%|1005
웅진에너지|2010/06/30|-|%|9500|%|12000|26.32%|13800
유비벨록스|2010/06/18|-|%|11000|%|12250|11.36%|12800
처음앤씨|2010/06/18|-|%|13000|%|12100|-6.92%|13900
케이엔디티앤아이|2010/06/15|-|%|8500|%|11000|29.41%|9350
히든챔피언제1호스팩|2010/06/11|-|%|2000|%|1960|-2%|1900
이연제약|2010/06/10|-|%|16500|%|16500|0%|14050
솔라시아|2010/06/09|-|%|5000|%|9500|90%|8080
실리콘웍스|2010/06/08|-|%|67000|%|66900|-0.15%|70900
투비소프트|2010/06/01|-|%|8000|%|16000|100%|18400
인피니트헬스케어(구.인피니트테|2010/05/26|-|%|5200|%|5940|14.23%|5050
신한제1호스팩|2010/05/25|-|%|5000|%|4500|-10%|4450
모바일리더|2010/05/25|-|%|15000|%|21000|40%|18900
만도|2010/05/19|-|%|83000|%|97000|16.87%|111500
삼성생명|2010/05/12|-|%|110000|%|119500|8.64%|114000
우리스팩1호|2010/05/11|-|%|10000|%|10500|5%|10050
동아체육용품유한공사|2010/04/23|-|%|5000|%|4500|-10%|3825
뉴프라이드|2010/04/21|-|%|7500|%|15000|100%|12750
케이씨에스|2010/04/14|-|%|1600|%|3200|100%|3680
차이나킹하이웨이|2010/03/31|-|%|3700|%|4100|10.81%|3485
디지탈아리아|2010/03/26|-|%|11000|%|22000|100%|25300
동양밸류오션SPAC|2010/03/25|-|%|10000|%|15000|50%|12750
현대드림투게더|2010/03/19|-|%|6000|%|6800|13.33%|7820
대한생명보험|2010/03/17|-|%|8200|%|8700|6.1%|8850
미래에셋스팩1호|2010/03/12|-|%|1500|%|1540|2.67%|1770
대우증권그린코리아SPAC|2010/03/03|-|%|3500|%|3705|5.86%|3550
이미지스테크놀로지|2010/02/26|-|%|6000|%|6000|0%|6900
하이소닉|2010/02/09|-|%|13000|%|14200|9.23%|12500
인포바인|2010/02/09|-|%|33000|%|36000|9.09%|30600
차이나하오란리사이클링|2010/02/05|-|%|4700|%|4350|-7.45%|5000
에스이티아이|2010/02/04|-|%|17500|%|15750|-10%|15450
모베이스|2010/02/04|-|%|13200|%|17000|28.79%|14900
에이치디시에스|2010/02/02|-|%|15000|%|18500|23.33%|15750
지역난방공사|2010/01/29|-|%|45000|%|90000|100%|76500
락앤락|2010/01/28|-|%|15700|%|20000|27.39%|23000
우리넷|2010/01/27|-|%|6700|%|9900|47.76%|9300
스타플렉스|2010/01/27|-|%|15000|%|15700|4.67%|13350
아세아텍|2010/01/26|-|%|4100|%|3985|-2.8%|3400
영흥철강|2010/01/25|-|%|12000|%|12400|3.33%|13700
우노앤컴퍼니|2010/01/15|-|%|6500|%|5850|-10%|6720
승화엘엠씨|2010/01/06|-|%|6700|%|8800|31.34%|7480
코디에스|2010/01/05|-|%|6000|%|9300|55%|7910
글로벌에스엠테크리미티드|2009/12/23|-|%|3200|%|3710|15.94%|3650
KPX라이프사이언스|2009/12/22|-|%|6200|%|7600|22.58%|6460
동양피엔에프|2009/12/22|-|%|12000|%|17000|41.67%|14450
아이티엑스시큐리티|2009/12/22|-|%|6000|%|7400|23.33%|8510
위메이드엔터테인먼트|2009/12/18|-|%|62000|%|57000|-8.06%|50700
멜파스|2009/12/18|-|%|43200|%|45000|4.17%|51700
현대푸드시스템|2009/12/17|-|%|11600|%|18000|55.17%|16800
한전기술|2009/12/14|-|%|21600|%|27000|25%|31050
디오텍|2009/12/10|-|%|9000|%|11000|22.22%|12650
중국엔진집단유한공사|2009/12/04|-|%|6000|%|8500|41.67%|7230
이원컴포텍|2009/12/01|-|%|2000|%|4000|100%|4600
강원비앤이|2009/11/20|-|%|4700|%|5000|6.38%|5750
GKL|2009/11/19|-|%|12000|%|15000|25%|15850
이너스텍|2009/11/13|-|%|10000|%|11500|15%|13200
에스케이씨앤씨|2009/11/11|-|%|30000|%|32250|7.5%|35650
동방선기|2009/11/10|-|%|4000|%|4055|1.38%|3450
디엠씨|2009/11/06|-|%|6300|%|5670|-10%|4855
진매트릭스|2009/11/06|-|%|8000|%|8100|1.25%|9000
비츠로셀|2009/10/28|-|%|5500|%|5870|6.73%|5040
스틸플라워|2009/10/27|-|%|13500|%|14050|4.07%|13150
진로|2009/10/19|-|%|41000|%|40100|-2.2%|42450
한스바이오메드|2009/10/09|-|%|5500|%|7150|30%|6310
동양생명|2009/10/08|-|%|17000|%|15700|-7.65%|14150
네오위즈벅스|2009/10/06|-|%|9000|%|8100|-10%|9310
아이앤씨테크놀로지|2009/10/06|-|%|16000|%|16000|0%|13650
케이엔더블유|2009/09/29|-|%|11000|%|16000|45.45%|13600
쌍용머티리얼|2009/09/29|-|%|17500|%|15750|-10%|13600
에리트베이직|2009/09/28|-|%|4000|%|5490|37.25%|4670
모린스|2009/09/25|-|%|39000|%|36100|-7.44%|31300
디에스케이|2009/09/23|-|%|5000|%|10000|100%|11500
톱텍|2009/09/15|-|%|10400|%|13350|28.37%|15350
제넥신|2009/09/15|-|%|27000|%|30500|12.96%|27100
동국S&amp;C|2009/08/31|-|%|11000|%|9900|-10%|9910
에스앤더블류|2009/08/05|-|%|6700|%|10000|49.25%|8500
게임빌|2009/07/30|-|%|15000|%|19800|32%|16850
동일금속|2009/07/28|-|%|8000|%|10000|25%|11500
대우캐피탈|2009/06/25|-|%|8000|%|7900|-1.25%|7000
한미파슨스건축사사무소|2009/06/23|-|%|14500|%|19150|32.07%|22000
동아지질|2009/06/12|-|%|14500|%|16000|10.34%|18400
어보브반도체|2009/06/05|-|%|3300|%|5200|57.58%|5980
조이맥스|2009/06/03|-|%|55000|%|110000|100%|93500
차이나그레이트스타인터내셔널리|2009/05/29|-|%|1700|%|3400|100%|3450
이엔에프테크놀로지|2009/05/28|-|%|5500|%|11000|100%|9350
뉴그리드테크놀로지|2009/05/26|-|%|3500|%|7000|100%|8050
중국원양자원유한공사|2009/05/22|-|%|3100|%|6200|100%|7130
해덕선기|2009/05/21|-|%|8500|%|17000|100%|16200
한국정밀기계|2009/05/19|-|%|22000|%|44000|100%|50600
서울마린|2009/05/19|-|%|10000|%|20000|100%|17000
STX엔파코|2009/05/15|-|%|13000|%|26000|100%|29900
흥국|2009/05/12|-|%|4200|%|8400|100%|9660
신텍|2009/04/30|-|%|12500|%|25000|100%|26300
우림기계|2009/04/28|-|%|10000|%|16000|60%|18400
네프로아이티|2009/04/24|-|%|4500|%|9000|100%|10350
티플랙스|2009/04/23|-|%|3000|%|6000|100%|6900
에이테크솔루션|2009/04/17|-|%|5400|%|10800|100%|12400
엔에스브이|2009/04/17|-|%|4300|%|8600|100%|9890
에스티오|2009/04/17|-|%|5000|%|10000|100%|11500
에스앤에스텍|2009/04/14|-|%|4000|%|8000|100%|9200
뷰웍스|2009/04/10|-|%|9000|%|18000|100%|20700
코오롱생명과학|2009/04/07|-|%|23500|%|47000|100%|54000
네오피델리티|2009/03/31|-|%|4500|%|9000|100%|10350
중국식품포장유한공사|2009/03/27|-|%|1500|%|2260|50.67%|2595
이수앱지스|2009/02/03|-|%|5500|%|8000|45.45%|9200
유비쿼스|2009/01/23|-|%|6100|%|7000|14.75%|8050
대성파인텍|2009/01/23|-|%|3500|%|4495|28.43%|4190
메디톡스|2009/01/16|-|%|14000|%|13500|-3.57%|15500
엠게임|2008/12/19|-|%|10000|%|15000|50%|14800
아이컴포넌트|2008/12/16|-|%|3500|%|4235|21%|4100
연합과기공고유한공사|2008/12/04|-|%|2200|%|2600|18.18%|2500
LG파워콤|2008/11/27|-|%|5700|%|7000|22.81%|6730
에너지솔루션즈|2008/11/25|11100|7.77%|3000|270%|4210|40.33%|3625
이크레더블|2008/10/24|-|%|18000|%|16200|-10%|13800
심팩에이앤씨|2008/10/17|-|%|12000|%|10800|-10%|9200
사이버다임|2008/10/06|-|%|3100|%|4015|29.52%|4210
세운메디칼|2008/09/30|-|%|5600|%|9800|75%|8700
마이크로컨텍솔루션|2008/09/23|-|%|2000|%|3500|75%|2975
케이제이프리텍|2008/09/18|-|%|3000|%|2800|-6.67%|3220
삼강엠앤티|2008/08/01|-|%|6500|%|8100|24.62%|8100
LG이노텍|2008/07/24|-|%|40500|%|43000|6.17%|44200
아이엠|2008/07/23|-|%|5000|%|5437|8.74%|5523
한텍엔지니어링|2008/07/18|-|%|8500|%|7900|-7.06%|6720
