대명에너지|2022/03/16|-|%|-|-%|-|%|예정
지투파워|2022/03/14|-|%|-|-%|-|%|예정
브이씨|2022/02/24|-|%|-|-%|-|%|예정
바이오에프디엔씨|2022/02/21|-|%|28000|-%|-|%|예정
한국스팩10호|2022/02/21|-|%|2000|-%|-|%|예정
인카금융서비스|2022/02/16|-|%|18000|-%|-|%|예정
나래나노텍|2022/02/08|-|%|17500|-%|-|%|예정
아셈스|2022/02/07|-|%|8000|-%|-|%|예정
하이스팩4호|2019/04/29|-|%|2000|%|2005|0.25%|2015
아모그린텍|2019/03/29|10200|2.00%|9900|3.03%|10300|4.04%|10200
현대오토에버|2019/03/28|130000|4.84%|48000|170.83%|75500|57.29%|88700
지노믹트리|2019/03/27|11800|2.16%|27000|-56.3%|29450|9.07%|27300
케이비스팩17호|2019/03/27|-|%|2000|%|1995|-0.25%|2000
이지케어텍|2019/03/22|36500|4.29%|12300|196.75%|24600|100%|31950
유안타스팩4호|2019/03/21|-|%|2000|%|2005|0.25%|2000
미래에셋벤처투자|2019/03/15|7830|0.77%|4500|74%|6150|36.67%|5310
드림텍|2019/03/14|9820|3.70%|13000|-24.46%|17350|33.46%|15400
에코프로비엠|2019/03/05|328300|0.67%|48000|583.96%|61100|27.29%|63200
셀리드|2019/02/20|-|%|33000|%|43750|32.58%|51100
천보|2019/02/11|256800|-2.17%|40000|542%|52500|31.25%|47650
이노테라피|2019/02/01|11350|5.09%|18000|-36.94%|22200|23.33%|19350
노랑풍선|2019/01/30|-|%|20000|%|30350|51.75%|34150
웹케시|2019/01/25|23650|0.00%|26000|-9.04%|31700|21.92%|28500
에어부산|2018/12/27|-|%|3600|%|4020|11.67%|5220
비피도|2018/12/26|8510|3.28%|18000|-52.72%|36000|100%|36500
키움스팩5호|2018/12/26|-|%|2000|%|2000|0%|2010
엔에이치스팩13호|2018/12/24|-|%|2000|%|2000|0%|2010
유틸렉스|2018/12/24|19100|4.37%|50000|-61.8%|60100|20.2%|78100
신영스팩4호|2018/12/21|-|%|2000|%|2005|0.25%|2005
미래에셋대우스팩2호|2018/12/21|-|%|2000|%|2015|0.75%|2010
디케이티|2018/12/21|-|%|7400|%|12900|74.32%|10550
한국스팩8호|2018/12/20|-|%|2000|%|2005|0.25%|2005
삼성머스트스팩3호|2018/12/20|-|%|2000|%|2005|0.25%|2000
위지윅스튜디오|2018/12/20|-|%|11000|%|11250|2.27%|9350
대신밸런스스팩6호|2018/12/19|-|%|2000|%|2005|0.25%|2000
에이비엘바이오|2018/12/19|28050|1.45%|15000|87%|13500|-10%|13650
머큐리|2018/12/14|-|%|6100|%|9630|57.87%|7800
전진바이오팜|2018/12/14|5300|4.33%|10000|-47%|11550|15.5%|12750
뉴트리|2018/12/13|-|%|14500|%|13050|-10%|13900
골든브릿지이안스팩5호|2018/12/12|-|%|2000|%|2000|0%|1995
이노메트리|2018/12/12|-|%|26000|%|40000|53.85%|29550
대유에이피|2018/12/07|-|%|3000|%|6000|100%|4935
에스케이에이씨피씨스팩4호|2018/12/07|-|%|2000|%|2020|1%|2010
에코캡|2018/12/05|-|%|4200|%|4100|-2.38%|5330
교보스팩8호|2018/12/05|-|%|2000|%|2020|1%|2015
베스파|2018/12/03|-|%|35000|%|33400|-4.57%|30000
윙입푸드|2018/11/30|-|%|2000|%|1800|-10%|2340
하나머스트스팩6호|2018/11/30|-|%|2000|%|2020|1%|2030
남화산업|2018/11/29|-|%|3700|%|5610|51.62%|7290
엠아이텍|2018/11/29|-|%|4500|%|4050|-10%|4770
티로보틱스|2018/11/29|8110|3.05%|16000|-49.31%|14400|-10%|13050
티앤알바이오팹|2018/11/28|37700|1.62%|18000|109.44%|16200|-10%|12500
네오펙트|2018/11/28|2985|4.37%|11000|-72.86%|9900|-10%|7700
아시아나IDT|2018/11/23|16150|3.53%|15000|7.67%|14300|-4.67%|12450
디알젬|2018/11/22|-|%|6500|%|8470|30.31%|6760
싸이토젠|2018/11/22|60000|1.35%|17000|252.94%|17800|4.71%|15600
파멥신|2018/11/21|5640|6.42%|60000|-90.6%|58100|-3.17%|63600
아주IB투자|2018/11/21|-|%|1500|%|1350|-10%|1150
디케이앤디|2018/11/20|-|%|6000|%|7570|26.17%|6230
디자인|2018/11/15|-|%|10100|%|20200|100%|15200
노바렉스|2018/11/14|37800|3.00%|19000|98.95%|25450|33.95%|20100
셀리버리|2018/11/09|31950|10.55%|25000|27.8%|32000|28%|28700
대보마그네틱|2018/11/06|-|%|31000|%|60200|94.19%|58500
노바텍|2018/11/02|-|%|10000|%|14100|41%|18300
엘앤씨바이오|2018/11/01|-|%|24000|%|29800|24.17%|26950
디비금융스팩6호|2018/10/31|-|%|2000|%|2010|0.5%|2010
옵티팜|2018/10/26|9670|4.43%|10000|-3.3%|9000|-10%|11700
로보티즈|2018/10/26|24300|11.21%|14000|73.57%|28000|100%|19600
에스퓨얼셀|2018/10/15|21200|2.66%|16500|28.48%|33000|100%|33800
나우아이비캐피탈|2018/10/04|-|%|8500|%|9300|9.41%|7180
푸드나무|2018/10/04|26700|3.89%|24000|11.25%|43350|80.63%|34000
하나제약|2018/10/02|18150|1.11%|26000|-30.19%|30100|15.77%|33150
크리스에프앤씨|2018/10/01|-|%|30000|%|27000|-10%|24000
IBKS스팩10호|2018/09/21|-|%|2000|%|2110|5.5%|2110
지티지웰니스|2018/09/21|-|%|11000|%|15250|38.64%|-
우진아이엔에스|2018/09/14|-|%|15000|%|15150|1%|19650
삼성스팩2호|2018/09/13|-|%|2000|%|2030|1.5%|2040
명성티엔에스|2018/09/13|-|%|20000|%|22000|10%|28600
디지캡|2018/09/07|-|%|12000|%|13250|10.42%|10900
대신밸런스스팩5호|2018/08/30|-|%|2000|%|2050|2.5%|2075
액트로|2018/08/28|8190|1.87%|20000|-59.05%|20700|3.5%|18000
오파스넷|2018/08/24|-|%|11000|%|18000|63.64%|14200
에이피티씨|2018/08/23|19150|2.41%|9000|112.78%|9310|3.44%|7980
바이오솔루션|2018/08/20|16950|-2.31%|29000|-41.55%|28200|-2.76%|28500
대유|2018/08/10|-|%|9000|%|13250|47.22%|12400
신한알파리츠|2018/08/08|-|%|5000|%|5330|6.6%|5200
디아이티|2018/08/07|-|%|10000|%|10550|5.5%|10650
에스에스알|2018/08/06|5940|0.34%|9000|-34%|18000|100%|23400
휴네시온|2018/08/02|-|%|10000|%|15000|50%|16350
티웨이항공|2018/08/01|3000|4.71%|12000|-75%|11600|-3.33%|11550
롯데정보통신|2018/07/27|36350|-6.79%|29800|21.98%|30550|2.52%|29000
한국유니온제약|2018/07/26|-|%|18000|%|23000|27.78%|19500
엠코르셋|2018/07/23|-|%|11500|%|11050|-3.91%|12950
IBKS스팩9호|2018/07/20|-|%|2000|%|2250|12.5%|2230
올릭스|2018/07/18|28850|4.34%|36000|-19.86%|72000|100%|65600
아이큐어|2018/07/12|13450|6.75%|65000|-79.31%|58500|-10%|60600
에스브이인베스트먼트|2018/07/06|-|%|7000|%|9000|28.57%|7710
이리츠코크렙기업|2018/06/27|-|%|5000|%|5010|0.2%|4600
이원다이애그노믹스|2018/06/26|4250|6.38%|6500|-34.62%|9000|38.46%|10800
하나금융스팩11호|2018/06/08|-|%|2000|%|2000|0%|2000
파워넷|2018/06/07|4530|1.80%|6500|-30.31%|10100|55.38%|7750
현대사료|2018/06/01|-|%|6600|%|13200|100%|17150
세종메디칼|2018/05/29|-|%|15000|%|23100|54%|30000
제노레이|2018/05/28|9630|3.22%|23000|-58.13%|45900|99.57%|37350
한국스팩7호|2018/05/11|-|%|2000|%|2000|0%|1985
유안타스팩3호|2018/05/08|-|%|2000|%|1980|-1%|1980
제이티씨(JTC)|2018/04/06|2850|2.15%|8500|-66.47%|14050|65.29%|16300
대신밸런스스팩3호|2018/04/04|-|%|2000|%|2005|0.25%|1990
케어랩스|2018/03/28|-|%|20000|%|40000|100%|52000
애경산업|2018/03/22|16050|2.88%|29100|-44.85%|28000|-3.78%|34000
에코마이스터|2018/03/15|2750|0.00%|5200|-47.12%|7000|34.62%|6030
린드먼아시아인베스트먼트|2018/03/14|-|%|6500|%|13000|100%|16900
오스테오닉|2018/02/22|3255|4.66%|7700|-57.73%|15400|100%|13100
엔지켐생명과학|2018/02/21|46550|7.88%|56000|-16.88%|87000|55.36%|85200
동구바이오제약|2018/02/13|6840|3.95%|16000|-57.25%|32000|100%|41600
알리코제약|2018/02/12|-|%|12000|%|18100|50.83%|23500
아시아종묘|2018/02/12|-|%|4500|%|4520|0.44%|4570
카페24|2018/02/08|21000|5.00%|57000|-63.16%|84500|48.25%|84700
링크제니시스|2018/02/05|-|%|30000|%|53000|76.67%|40500
배럴|2018/02/01|-|%|9500|%|10400|9.47%|13500
에스지이|2018/01/26|-|%|6000|%|5400|-10%|5260
씨앤지하이테크|2018/01/25|-|%|16000|%|18600|16.25%|18650
시스웍|2017/12/26|-|%|2800|%|3810|36.07%|3390
한국스팩6호|2017/12/21|-|%|2000|%|1965|-1.75%|1975
디바이스이엔지|2017/12/20|-|%|12000|%|10800|-10%|12100
동부스팩5호|2017/12/12|-|%|2000|%|2010|0.5%|1955
동양피스톤|2017/12/08|-|%|5700|%|5130|-10%|4845
진에어|2017/12/08|14000|5.66%|31800|-55.97%|31800|0%|28850
씨티케이코스메틱스|2017/12/07|-|%|55000|%|49500|-10%|42300
메카로|2017/12/06|-|%|33000|%|43000|30.3%|38500
에스트래픽|2017/12/05|-|%|10000|%|20000|100%|15000
체리부로|2017/12/04|-|%|4700|%|5020|6.81%|3980
대원|2017/12/01|-|%|15000|%|16000|6.67%|13300
비즈니스온커뮤니케이션|2017/11/30|-|%|9000|%|16900|87.78%|14000
삼양패키징|2017/11/29|-|%|26000|%|25750|-0.96%|23800
한화에이스스팩4호|2017/11/27|-|%|2000|%|2010|0.5%|1990
스튜디오드래곤|2017/11/24|-|%|35000|%|55300|58%|71800
IBKS스팩7호|2017/11/10|-|%|2000|%|2030|1.5%|2020
비디아이|2017/11/09|-|%|10000|%|17600|76%|16950
티슈진|2017/11/06|8010|0.00%|27000|-70.33%|52000|92.59%|42700
테이팩스|2017/10/31|-|%|23000|%|26600|15.65%|27000
영화테크|2017/10/26|-|%|12500|%|25000|100%|32500
세원|2017/10/20|-|%|5700|%|8600|50.88%|11150
신한스팩4호|2017/10/20|-|%|2000|%|2000|0%|1995
상신전자|2017/10/16|-|%|13300|%|13300|0%|22000
야스|2017/09/29|15750|6.78%|23500|-32.98%|21150|-10%|19100
IBKS스팩8호|2017/09/29|-|%|2000|%|2080|4%|2080
에스엔피월드|2017/09/28|-|%|5100|%|5100|0%|5270
유티아이|2017/09/27|-|%|25000|%|22500|-10%|-
신흥에스이씨|2017/09/27|-|%|16000|%|29400|83.75%|-
선익시스템|2017/09/20|-|%|37000|%|33300|-10%|29750
엠플러스|2017/09/20|-|%|18000|%|28350|57.5%|23400
앱클론|2017/09/18|13700|5.79%|10000|37%|20000|100%|26000
샘코|2017/09/15|-|%|11000|%|12000|9.09%|10250
펄어비스|2017/09/14|94200|1.07%|103000|-8.54%|92700|-10%|98900
케이피에스|2017/09/06|-|%|14000|%|13500|-3.57%|14000
덕우전자|2017/08/28|-|%|15500|%|16900|9.03%|15850
이더블유케이|2017/08/22|-|%|5000|%|10000|100%|11950
하나금융스팩10호|2017/08/22|-|%|2000|%|2020|1%|2005
알에스오토메이션|2017/08/11|-|%|6000|%|11950|99.17%|15500
컬러레이|2017/08/10|-|%|3800|%|3660|-3.68%|4050
엔에이치스팩12호|2017/08/07|-|%|2000|%|2040|2%|2000
모트렉스|2017/08/04|-|%|38300|%|38000|-0.78%|33400
데이타솔루션|2017/08/03|-|%|3300|%|6600|100%|5680
지니언스|2017/08/02|-|%|13500|%|20050|48.52%|15200
디앤씨미디어|2017/08/01|-|%|20000|%|32300|61.5%|27300
셀트리온헬스케어|2017/07/28|62500|4.17%|41000|52.44%|43650|6.46%|50300
이즈미디어|2017/07/26|-|%|7500|%|8400|12%|9360
한국스팩5호|2017/07/24|-|%|2000|%|2020|1%|2000
힘스|2017/07/20|-|%|20000|%|32500|62.5%|33000
브이원텍|2017/07/13|-|%|17700|%|20100|13.56%|18900
아우딘퓨쳐스|2017/07/12|-|%|26000|%|23400|-10%|23300
제일홀딩스|2017/06/30|8930|2.76%|20700|-56.86%|18650|-9.9%|19050
하나금융스팩9호|2017/06/26|-|%|2000|%|1955|-2.25%|1960
교보스팩7호|2017/06/22|-|%|2000|%|2020|1%|2005
한화수성스팩|2017/06/08|-|%|2000|%|2020|1%|1970
보라티알|2017/06/08|-|%|14300|%|18900|32.17%|17600
삼양옵틱스|2017/06/02|-|%|16700|%|16700|0%|16800
IBKS스팩6호|2017/06/01|-|%|2000|%|1980|-1%|1990
필옵틱스|2017/06/01|-|%|48000|%|48200|0.42%|56000
미래에셋대우스팩1호|2017/05/26|-|%|2000|%|2000|0%|1980
넷마블게임즈|2017/05/12|109500|1.39%|157000|-30.25%|165000|5.1%|162000
ING생명보험|2017/05/11|-|%|33000|%|31200|-5.45%|31600
한화에이스스팩3호|2017/05/02|-|%|2000|%|2000|0%|2010
엔에이치스팩10호|2017/05/02|-|%|2000|%|1995|-0.25%|1980
하나머티리얼즈|2017/04/28|-|%|12000|%|17500|45.83%|15950
와이엠티|2017/04/27|-|%|21000|%|35100|67.14%|31050
케이비스팩11호|2017/04/27|-|%|2000|%|2000|0%|1980
신영스팩3호|2017/04/06|-|%|2000|%|2000|0%|2040
이엘피|2017/04/06|-|%|20000|%|22000|10%|22400
서진시스템|2017/03/27|-|%|25000|%|40000|60%|37350
코미코|2017/03/23|-|%|13000|%|29050|123.46%|21500
아스타|2017/03/20|-|%|8000|%|9700|21.25%|12600
덴티움|2017/03/15|55700|2.77%|32000|74.06%|38200|19.38%|34500
대신밸런스스팩4호|2017/03/03|-|%|2000|%|2000|0%|1990
에스디생명공학|2017/03/02|2845|5.37%|12000|-76.29%|15200|26.67%|12200
신신제약|2017/02/28|-|%|4500|%|6170|37.11%|8020
에프엔에스테크|2017/02/27|-|%|14000|%|17050|21.79%|17450
모바일어플라이언스|2017/02/24|-|%|3500|%|5900|68.57%|5980
신한스팩3호|2017/02/23|-|%|2000|%|2010|0.5%|1980
피씨엘|2017/02/23|-|%|8000|%|7800|-2.5%|9160
호전실업|2017/02/02|-|%|25000|%|24500|-2%|24250
서플러스글로벌|2017/01/25|-|%|8000|%|8500|6.25%|7140
유바이오로직스|2017/01/24|-|%|6000|%|5600|-6.67%|5070
엔에이치스팩11호|2016/12/28|-|%|2000|%|1990|-0.5%|1970
퓨전데이타|2016/12/21|-|%|11500|%|20750|80.43%|19800
디에스씨인베스트먼트|2016/12/19|-|%|1700|%|3400|100%|3560
티에스인베스트먼트|2016/12/15|-|%|1300|%|1470|13.08%|1910
마이크로프랜드|2016/12/12|-|%|7300|%|6570|-10%|5950
코썬바이오|2016/12/09|-|%|7000|%|6300|-10%|5090
애니젠|2016/12/07|11850|3.04%|18000|-34.17%|17800|-1.11%|12600
유니온커뮤니티|2016/12/07|-|%|5000|%|4465|-10.7%|3340
신라젠|2016/12/06|12100|0.00%|15000|-19.33%|13500|-10%|12850
핸즈코퍼레이션|2016/12/02|5020|0.40%|12000|-58.17%|10800|-10%|9100
IBKS스팩5호|2016/12/02|-|%|2000|%|2000|0%|1990
퓨쳐켐|2016/12/01|-|%|15000|%|15750|5%|11050
오션브릿지|2016/12/01|-|%|6600|%|7730|17.12%|6700
엘앤케이바이오|2016/11/30|-|%|15000|%|15750|5%|11900
뉴파워프라즈마|2016/11/30|-|%|17500|%|17500|0%|16800
에이치엔티일렉트로닉스|2016/11/28|-|%|10000|%|12100|21%|10550
핸디소프트|2016/11/24|-|%|5600|%|8180|46.07%|7220
두산밥캣|2016/11/18|-|%|30000|%|36000|20%|35900
에스케이스팩3호|2016/11/16|-|%|2000|%|2050|2.5%|2010
삼성바이오로직스|2016/11/10|739000|3.79%|136000|443.38%|135000|-0.74%|144000
클리오|2016/11/09|-|%|41000|%|39950|-2.56%|36800
오가닉티코스메틱|2016/11/04|-|%|4000|%|6510|62.75%|5730
로고스바이오시스템스|2016/11/03|-|%|25500|%|25500|0%|21350
아이비케이에스지엠비스팩|2016/11/02|-|%|2000|%|2050|2.5%|2000
인크로스|2016/10/31|-|%|43000|%|67700|57.44%|47400
코스메카코리아|2016/10/28|-|%|54000|%|71400|32.22%|62500
에이치엘사이언스(구.건강사랑)|2016/10/28|-|%|27000|%|38400|42.22%|38200
제이더블유생명과학|2016/10/27|12900|3.20%|30000|-57%|33050|10.17%|42950
그레이트리치과기|2016/10/25|-|%|5000|%|5000|0%|6500
금세기차륜(골든센츄리)|2016/10/19|-|%|3500|%|4005|14.43%|3815
인텔리안테크놀로지스|2016/10/18|-|%|19000|%|18750|-1.32%|17050
에이치시티|2016/10/17|-|%|17000|%|19500|14.71%|17550
잉글우드랩|2016/10/14|-|%|6000|%|8360|39.33%|7300
앤디포스|2016/10/12|-|%|14500|%|17500|20.69%|18800
수산아이앤티(구.플러스기술)|2016/10/11|-|%|11500|%|11500|0%|14950
미투온|2016/10/10|-|%|3800|%|3420|-10%|4445
화승엔터프라이즈|2016/10/04|-|%|15000|%|13500|-10%|14950
케이비스팩10호|2016/09/29|-|%|2000|%|2000|0%|2005
엘에스전선아시아|2016/09/22|-|%|8000|%|7200|-10%|6350
모두투어리츠|2016/09/22|-|%|6000|%|5700|-5%|5230
유니테크노|2016/09/20|-|%|10300|%|12750|23.79%|11400
교보비엔케이스팩|2016/09/08|-|%|2000|%|2100|5%|1990
하나금융스팩8호|2016/09/08|-|%|2000|%|2010|0.5%|1995
자이글|2016/09/06|-|%|11000|%|13600|23.64%|12900
헝셩그룹|2016/08/18|-|%|3600|%|3240|-10%|2690
에코마케팅|2016/08/08|14200|3.65%|35000|-59.43%|68000|94.29%|47600
팍스넷|2016/08/01|-|%|5200|%|10400|100%|12550
두올|2016/07/29|-|%|8500|%|8190|-3.65%|7060
엔지스테크널러지|2016/07/28|-|%|10000|%|19000|90%|24700
우리손에프앤지|2016/07/27|-|%|2210|%|4000|81%|2910
옵토팩|2016/07/20|-|%|5900|%|6210|5.25%|8070
장원테크|2016/07/15|-|%|17500|%|22250|27.14%|17150
대유위니아(구.위니아만도)|2016/07/14|-|%|6800|%|7900|16.18%|7670
한국자산신탁|2016/07/13|-|%|10300|%|9900|-3.88%|9600
바이오리더스|2016/07/07|-|%|15000|%|17100|14%|14200
피앤씨테크|2016/07/04|-|%|10200|%|11000|7.84%|10350
로스웰|2016/06/30|-|%|3200|%|3915|22.34%|3415
해성디에스|2016/06/24|-|%|12000|%|16700|39.17%|14600
녹십자랩셀|2016/06/23|-|%|18500|%|37000|100%|48100
에스티팜|2016/06/23|-|%|29000|%|47000|62.07%|48800
한국스팩4호|2016/06/22|-|%|2000|%|1950|-2.5%|1930
알엔투테크놀로지|2016/06/22|-|%|5800|%|12500|115.52%|8750
미래에셋스팩5호|2016/06/09|-|%|2000|%|1995|-0.25%|1935
용평리조트|2016/05/27|-|%|7000|%|9000|28.57%|11700
해태제과식품|2016/05/11|7250|3.13%|15100|-51.99%|18960|25.56%|24600
레이언스|2016/04/11|11200|4.67%|25000|-55.2%|23700|-5.2%|23050
씨엠에스에듀|2016/04/07|-|%|23200|%|26800|15.52%|24950
동양파일|2016/04/06|-|%|10000|%|9000|-10%|9100
대림씨엔에스|2016/03/30|-|%|27700|%|24950|-9.93%|23250
팬젠|2016/03/11|-|%|16500|%|24900|50.91%|22300
하이에이아이스팩1호|2016/03/08|-|%|2000|%|1970|-1.5%|1945
에이피위성통신|2016/03/04|-|%|9700|%|12400|27.84%|10750
IBKS스팩4호|2016/03/02|-|%|2000|%|2030|1.5%|1975
케이비스팩9호|2016/02/29|-|%|2000|%|1975|-1.25%|1975
큐리언트|2016/02/29|-|%|21000|%|33900|61.43%|39000
안트로젠|2016/02/15|26250|6.92%|24000|9.38%|38000|58.33%|39100
제이에스코퍼레이션|2016/02/04|-|%|23000|%|39100|70%|37750
아이엠텍|2016/02/03|-|%|7500|%|8500|13.33%|12350
유니트론텍|2016/02/02|-|%|14000|%|25300|80.71%|24850
차이나크리스탈신소재|2016/01/28|-|%|3000|%|4000|33.33%|3870
한솔씨앤피|2016/01/27|-|%|13000|%|18950|45.77%|19600
에스와이패널|2015/12/29|-|%|5000|%|4700|-6%|6110
코리아오토글라스|2015/12/29|-|%|11000|%|11600|5.45%|13600
코디엠|2015/12/29|-|%|4700|%|7490|59.36%|6100
잇츠스킨|2015/12/28|-|%|170000|%|172000|1.18%|152000
육일씨엔에쓰|2015/12/24|-|%|6000|%|6560|9.33%|5160
휴젤|2015/12/24|-|%|150000|%|199500|33%|168300
대신밸런스스팩2호|2015/12/24|-|%|2000|%|2000|0%|2000
이에스브이|2015/12/24|-|%|10000|%|18500|85%|13600
한국맥널티|2015/12/23|-|%|8000|%|16000|100%|13250
아진산업|2015/12/22|-|%|6500|%|7620|17.23%|6320
덱스터|2015/12/22|-|%|14000|%|24800|77.14%|28800
씨트리|2015/12/21|11050|7.28%|6500|70%|9250|42.31%|12000
강스템바이오텍|2015/12/21|-|%|6000|%|7200|20%|9360
메가엠디|2015/12/18|-|%|3000|%|5020|67.33%|3800
동부스팩4호|2015/12/18|-|%|2000|%|2000|0%|2005
파크시스템스|2015/12/17|-|%|9000|%|11000|22.22%|8660
보광산업|2015/12/17|-|%|4000|%|6110|52.75%|6310
하나금융스팩7호|2015/12/16|-|%|2000|%|2010|0.5%|2005
뉴트리바이오텍|2015/12/16|-|%|21000|%|23000|9.52%|29000
예스티|2015/12/16|-|%|14500|%|15500|6.9%|18000
멕아이씨에스|2015/12/14|-|%|4500|%|8000|77.78%|6600
엔에스|2015/12/07|-|%|8000|%|12950|61.88%|14750
미래테크놀로지|2015/12/01|-|%|16100|%|14950|-7.14%|13700
세진중공업|2015/11/30|-|%|3500|%|3495|-0.14%|3135
하이즈항공|2015/11/25|-|%|18000|%|16200|-10%|16800
엠지메드|2015/11/20|-|%|40000|%|41000|2.5%|36300
리드|2015/11/20|-|%|5100|%|4590|-10%|3945
케이디켐|2015/11/19|-|%|16000|%|14850|-7.19%|12500
매직마이크로|2015/11/19|-|%|5500|%|5420|-1.45%|4850
네오오토|2015/11/18|-|%|12000|%|11800|-1.67%|10000
골든브릿지스팩4호|2015/11/18|-|%|2000|%|1990|-0.5%|2000
케어젠|2015/11/17|-|%|110000|%|101500|-7.73%|107000
아이진|2015/11/16|-|%|13500|%|12900|-4.44%|13100
나무가|2015/11/12|-|%|37000|%|33400|-9.73%|33000
유앤아이|2015/11/12|-|%|30000|%|28650|-4.5%|24350
금호에이치티|2015/11/11|-|%|10000|%|9500|-5%|8860
제주항공|2015/11/06|-|%|30000|%|49500|65%|48100
에이치엠씨스팩3호|2015/11/05|-|%|2000|%|2020|1%|2025
더블유게임즈|2015/11/04|-|%|65000|%|65100|0.15%|62500
연우|2015/11/02|-|%|25200|%|28150|11.71%|36550
키움스팩4호|2015/10/30|-|%|2000|%|2060|3%|2055
에이티젠|2015/10/23|-|%|17000|%|34000|100%|25800
현대드림스팩4호|2015/10/22|-|%|2000|%|2090|4.5%|2075
엑시콘|2015/10/22|-|%|10000|%|10400|4%|8650
이베스트스팩3호|2015/10/19|-|%|2000|%|2090|4.5%|2085
에치디프로|2015/10/13|-|%|8900|%|9580|7.64%|8650
IBKS스팩3호|2015/10/08|-|%|2000|%|2100|5%|2100
동부스팩3호|2015/10/06|-|%|2000|%|2105|5.25%|2100
신영해피투모로우2호스팩|2015/10/05|-|%|2000|%|2090|4.5%|2100
엘아이지넥스원|2015/10/02|-|%|76000|%|68400|-10%|72800
엔에이치스팩9호|2015/09/25|-|%|2000|%|2070|3.5%|2090
제너셈|2015/09/25|-|%|10500|%|11000|4.76%|10500
타이거일렉|2015/09/25|-|%|6000|%|5720|-4.67%|7430
아이콘트롤스|2015/09/24|-|%|32000|%|31650|-1.09%|-
동일제강|2015/09/24|-|%|3000|%|3870|29%|-
인포마크|2015/09/23|-|%|14000|%|25000|78.57%|20100
유진스팩3호|2015/09/09|-|%|2000|%|2105|5.25%|2100
한국스팩3호|2015/09/02|-|%|2000|%|2125|6.25%|2160
케이티비스팩3호|2015/08/28|-|%|2000|%|2185|9.25%|2155
교보스팩5호|2015/08/27|-|%|2000|%|2300|15%|2190
웹스|2015/08/24|5980|-1.32%|7200|-16.94%|11400|58.33%|8000
에이제이네트웍스|2015/08/21|-|%|34300|%|30900|-9.91%|35500
현대드림스팩3호|2015/08/21|-|%|2000|%|2000|0%|2165
파인텍|2015/08/17|-|%|10500|%|21000|100%|17100
교보스팩4호|2015/08/13|-|%|2000|%|3365|68.25%|3150
흥국에프엔비|2015/08/07|-|%|20000|%|40000|100%|52000
미래에셋스팩4호|2015/08/06|-|%|2000|%|3130|56.5%|4065
케이비스팩8호|2015/08/05|-|%|2000|%|2370|18.5%|2345
칩스앤미디어|2015/08/05|-|%|10500|%|13700|30.48%|16400
아시아경제신문사|2015/07/31|-|%|3600|%|3240|-10%|4210
아이쓰리시스템|2015/07/30|-|%|36000|%|63000|75%|58000
로지시스|2015/07/29|-|%|2500|%|4180|67.2%|5430
엘아이지이에스스팩|2015/07/27|-|%|2000|%|2770|38.5%|2220
파마리서치프로덕트|2015/07/24|-|%|55000|%|110000|100%|114500
에스케이스팩2호|2015/07/23|-|%|2000|%|2140|7%|2150
펩트론|2015/07/22|-|%|16000|%|32000|100%|41600
한화에이스스팩2호|2015/07/20|-|%|2000|%|2125|6.25%|2160
이노션|2015/07/17|-|%|68000|%|66500|-2.21%|60500
유안타스팩2호|2015/07/17|-|%|2000|%|2125|6.25%|2140
키움스팩3호|2015/07/10|-|%|2000|%|2110|5.5%|2115
토니모리|2015/07/10|-|%|32000|%|64000|100%|50500
미래에셋생명보험|2015/07/08|-|%|7500|%|7400|-1.33%|7240
골든브릿지스팩3호|2015/06/30|-|%|2000|%|2035|1.75%|2050
동운아나텍|2015/06/30|-|%|10000|%|12500|25%|12800
유테크|2015/06/30|-|%|9000|%|12550|39.44%|10850
엔에이치스팩8호|2015/06/30|-|%|2000|%|2080|4%|2110
민앤지|2015/06/30|-|%|28000|%|56000|100%|44850
경보제약|2015/06/29|-|%|15000|%|30000|100%|34250
에스엔텍|2015/06/26|-|%|6500|%|10000|53.85%|13000
코아스템|2015/06/26|-|%|16000|%|32000|100%|41600
이베스트스팩2호|2015/06/26|-|%|2000|%|2020|1%|2055
세미콘라이트|2015/06/25|-|%|11300|%|11500|1.77%|14950
에스케이디앤디|2015/06/23|-|%|26000|%|52000|100%|67600
베셀|2015/06/19|-|%|9000|%|13400|48.89%|10400
대신밸런스스팩1호|2015/06/18|-|%|2000|%|2025|1.25%|2015
하나머스트스팩5호|2015/06/18|-|%|2000|%|2025|1.25%|2030
싸이맥스|2015/06/17|-|%|16300|%|15200|-6.75%|14000
하이스팩3호|2015/06/16|-|%|2000|%|2020|1%|2020
픽셀플러스|2015/06/12|-|%|30000|%|27000|-10%|29000
엔에이치스팩7호|2015/06/12|-|%|2000|%|2130|6.5%|2125
한화에이씨피씨스팩|2015/06/10|-|%|2000|%|2155|7.75%|2120
제노포커스|2015/05/29|-|%|11000|%|22000|100%|25300
미래에셋스팩3호|2015/05/22|-|%|2000|%|2255|12.75%|2230
대우스팩3호|2015/05/19|-|%|2000|%|2600|30%|2400
한화엠지아이스팩|2015/05/18|-|%|2000|%|2900|45%|2465
대우에스비아이스팩1호|2015/05/13|-|%|2000|%|2365|18.25%|-
엔에이치스팩5호|2015/05/08|-|%|2000|%|2250|12.5%|2230
유진에이씨피씨스팩2호|2015/04/28|-|%|2000|%|2315|15.75%|-
하나머스트스팩4호|2015/04/22|-|%|2000|%|3010|50.5%|2560
