두산밥캣|30000|한국투자증권,신영증권,한화투자증권|2016.11.03~11.04|2016.11.03|2016.11.04|2016.11.03|29000~33000|29000~33000|29000~33000|870817|870817|9.81:1|-|2016.11.08~11.09|2016.11.08|2016.11.09|0.29:1|true|true|true|true|2016/11/18|-|%|%|36000|20%|35900
에이씨티|8100|한국투자증권|2013.10.23~10.24|2013.10.23|2013.10.24|2013.10.23|11000~14000|11000~14000|11000~14000|8505|8505||-|2013.10.30~10.31|2013.10.30|2013.10.31|472.29:1|true|true|true|true|2013/11/08|-|%|%|12000|48.15%|10200
창해에탄올|8300|우리투자증권|2014.07.14~07.15|2014.07.14|2014.07.15|2014.07.14|6000~6900|6000~6900|6000~6900|11405|11405|578.20:1|59.50%|2014.07.21~07.22|2014.07.21|2014.07.22|675.79:1|true|true|true|true|2014/07/30|-|%|%|16600|100%|14600
뷰노|21000|미래에셋대우,삼성증권|2021.02.08~02.09|2021.02.08|2021.02.09|2021.02.08|15000~19500|15000~19500|15000~19500|27000|27000|1457.21:1|23.80%|2021.02.16~02.17|2021.02.16|2021.02.17|1102.7:1|true|true|true|true|2021/02/26|12350|3.35%|-41.19%|32900|56.67%|32150
엑스씨이|7500|동양증권|2006.07.04~-|2006.07.04|null|2006.07.04|7500~8500|7500~8500|7500~8500|6000|6000||63.78%|2006.07.11~07.13|2006.07.11|2006.07.13|4.71:1|true|true|true|true|2006/07/21|-|%|%|6900|-8%|6850
에이블씨엔씨|20000|미래에셋증권|2005.01.11~-|2005.01.11|null|2005.01.11|18000~24000|18000~24000|18000~24000|14774|14774||-|2005.01.24~01.26|2005.01.24|2005.01.26|722:1|true|true|true|false|null|null|null|null|null|null|null
에스퓨얼셀|16500|한국투자증권,유진투자증권|2018.09.18~09.19|2018.09.18|2018.09.19|2018.09.18|10600~14000|10600~14000|10600~14000|20034|20034|942.85:1|40.50%|2018.10.01~10.02|2018.10.01|2018.10.02|857.78:1|true|true|true|true|2018/10/15|21200|2.66%|28.48%|33000|100%|33800
상신이디피|7000|대한투자증권|2007.05.03~-|2007.05.03|null|2007.05.03|6300~7300|6300~7300|6300~7300|7000|7000||99.74%|2007.05.11~05.15|2007.05.11|2007.05.15|587.08:1|true|true|true|true|2007/05/23|-|%|%|14000|100%|11900
진에어|31800|미래에셋대우,삼성증권,케이비증권,한국투자증권,NH투자증권|2017.11.23~11.24|2017.11.23|2017.11.24|2017.11.23|26800~31800|26800~31800|26800~31800|321600|321600|274.55:1|7.30%|2017.11.29~11.30|2017.11.29|2017.11.30|134.05:1|true|true|true|true|2017/12/08|14000|5.66%|-55.97%|31800|0%|28850
제이알글로벌리츠|5000|KB증권,메리츠증권,대신증권|2020.07.16~07.17|2020.07.16|2020.07.17|2020.07.16|5000~5000|5000~5000|5000~5000|485000|485000||-|2020.07.22~07.24|2020.07.22|2020.07.24|0.23:1|true|true|true|true|2020/08/07|5230|0.77%|4.6%|4700|-6%|4825
미코바이오메드|15000|KB증권|2020.10.06~10.07|2020.10.06|2020.10.07|2020.10.06|12000~15000|12000~15000|12000~15000|30000|30000|159.15:1|0.02%|2020.10.13~10.14|2020.10.13|2020.10.14|41.74:1|true|true|true|true|2020/10/22|8140|14.81%|-45.73%|16100|7.33%|13700
비피도|18000|한국투자증권|2018.12.11~12.12|2018.12.11|2018.12.12|2018.12.11|22100~28700|22100~28700|22100~28700|9061|9061|74.62:1|-|2018.12.17~12.18|2018.12.17|2018.12.18|159.97:1|true|true|true|true|2018/12/26|8510|3.28%|-52.72%|36000|100%|36500
동아체육용품유한공사|5000|교보증권|2010.04.06~04.07|2010.04.06|2010.04.07|2010.04.06|4600~5200|4600~5200|4600~5200|27595|27595||-|2010.04.14~04.15|2010.04.14|2010.04.15|25.4:1|true|true|true|true|2010/04/23|-|%|%|4500|-10%|3825
마이크로컨텍솔루션|2000|HMC투자증권|2008.09.01~09.02|2008.09.01|2008.09.02|2008.09.01|2400~3100|2400~3100|2400~3100|2000|2000||-|2008.09.09~09.10|2008.09.09|2008.09.10|447.44:1|true|true|true|true|2008/09/23|-|%|%|3500|75%|2975
해성옵틱스|6600|우리투자증권|2013.10.22~10.23|2013.10.22|2013.10.23|2013.10.22|6000~6800|6000~6800|6000~6800|19650|19650||-|2013.10.28~10.29|2013.10.28|2013.10.29|249.01:1|true|true|true|true|2013/11/06|-|%|%|7800|18.18%|6850
이더블유케이|5000|신영증권|2017.08.03~08.04|2017.08.03|2017.08.04|2017.08.03|4200~5000|4200~5000|4200~5000|9324|9324|588.13:1|25.95%|2017.08.09~08.10|2017.08.09|2017.08.10|1160.15:1|true|true|true|true|2017/08/22|-|%|%|10000|100%|11950
셀트리온헬스케어|41000|미래에셋대우,유비에스증권리미티드,맥쿼리증권,신한금융투자,한화투자증권|2017.07.13~07.14|2017.07.13|2017.07.14|2017.07.13|32500~41000|32500~41000|32500~41000|799630|799630|38.06:1|12.50%|2017.07.19~07.20|2017.07.19|2017.07.20|6.95:1|true|true|true|true|2017/07/28|62500|4.17%|52.44%|43650|6.46%|50300
고려반도체시스템|5500|한화증권|2006.10.13~-|2006.10.13|null|2006.10.13|6050~7150|6050~7150|6050~7150|6050|6050||99.02%|2006.10.24~10.26|2006.10.24|2006.10.26|409.69:1|true|true|true|true|2006/11/08|-|%|%|8000|45.45%|9200
녹십자랩셀|18500|하나금융투자,엘아이지투자증권|2016.06.08~06.09|2016.06.08|2016.06.09|2016.06.08|13600~15900|13600~15900|13600~15900|27200|27200|733.72:1|51.66%|2016.06.15~06.16|2016.06.15|2016.06.16|79976:1|true|true|true|true|2016/06/23|-|%|%|37000|100%|48100
신한스팩7호|2000|신한금융투자|2021.01.18~01.19|2021.01.18|2021.01.19|2021.01.18|2000~2000|2000~2000|2000~2000|8000|8000||-|2021.01.25~01.26|2021.01.25|2021.01.26|7.45:1|true|true|true|true|2021/02/04|2080|0.24%|4%|2020|1%|2030
케이비스팩5호|2000|케이비투자증권|2014.12.10~12.11|2014.12.10|2014.12.11|2014.12.10|2000~2000|2000~2000|2000~2000|10000|10000||-|2014.12.15~12.16|2014.12.15|2014.12.16|0.54:1|true|true|true|true|2014/12/24|-|%|%|2000|0%|2000
슈프리마|27100|한국투자증권|2008.06.24~06.25|2008.06.24|2008.06.25|2008.06.24|27100~34000|27100~34000|27100~34000|16260|16260||-|2008.07.02~07.03|2008.07.02|2008.07.03|0.73:1|true|true|true|true|2008/07/11|-|%|%|24400|-9.96%|23100
미래에셋벤처투자|4500|KB증권,대신증권|2019.02.27~02.28|2019.02.27|2019.02.28|2019.02.27|3700~4500|3700~4500|3700~4500|16650|16650|441.4:1|3.70%|2019.03.07~03.08|2019.03.07|2019.03.08|1021.77:1|true|true|true|true|2019/03/15|7830|0.77%|74%|6150|36.67%|5310
이녹스|6500|한국투자증권|2006.09.26~-|2006.09.26|null|2006.09.26|7000~8000|7000~8000|7000~8000|7020|7020||63.07%|2006.10.10~10.12|2006.10.10|2006.10.12|514.2:1|true|true|true|true|2006/10/20|-|%|%|9630|48.15%|8290
셀리버리|25000|DB금융투자|2018.10.22~10.23|2018.10.22|2018.10.23|2018.10.22|20000~25000|20000~25000|20000~25000|22800|22800|698.98:1|16.80%|2018.10.29~10.30|2018.10.29|2018.10.30|808.45:1|true|true|true|true|2018/11/09|31950|10.55%|27.8%|32000|28%|28700
브랜드엑스코퍼레이션|13000|대신증권,삼성증권|2020.07.30~07.31|2020.07.30|2020.07.31|2020.07.30|12400~15300|12400~15300|12400~15300|47085|47085|47.06:1|-|2020.08.04~08.05|2020.08.04|2020.08.05|8.54:1|true|true|true|true|2020/08/13|8110|-2.05%|-37.62%|12900|-0.77%|11700
디에스케이|5000|신한금융투자|2009.09.07~09.08|2009.09.07|2009.09.08|2009.09.07|4000~5000|4000~5000|4000~5000|6000|6000||-|2009.09.14~09.15|2009.09.14|2009.09.15|497.85:1|true|true|true|true|2009/09/23|-|%|%|10000|100%|11500
티움바이오|12000|키움증권,삼성증권|2019.11.05~11.06|2019.11.05|2019.11.06|2019.11.05|16000~20000|16000~20000|16000~20000|40000|40000|37.3:1|-|2019.11.11~11.12|2019.11.11|2019.11.12|5.30:1|true|true|true|true|2019/11/22|16600|6.07%|38.33%|11800|-1.67%|13450
나래나노텍|17500|미래에셋증권|2022.01.17~01.18|2022.01.17|2022.01.18|2022.01.17|17500~20500|17500~20500|17500~20500|54250|54250|102:1|0.97%|2022.01.24~01.25|2022.01.24|2022.01.25|24.36:1|true|true|true|true|2022/02/08|-|%|-%|-|%|예정
하나금융스팩20호|2000|하나금융투자|2021.12.13~12.14|2021.12.13|2021.12.14|2021.12.13|2000~2000|2000~2000|2000~2000|6000|6000||-|2021.12.16~12.17|2021.12.16|2021.12.17|339.28:1|true|true|true|true|2021/12/27|2620|-2.60%|31%|2130|6.5%|2135
코이즈|7500|한국투자증권|2012.09.12~09.13|2012.09.12|2012.09.13|2012.09.12|6500~7400|6500~7400|6500~7400|8850|8850||-|2012.09.18~09.19|2012.09.18|2012.09.19|609.99:1|true|true|true|true|2012/09/27|-|%|%|9000|20%|9050
서울마린|10000|미래에셋증권|2009.04.29~04.30|2009.04.29|2009.04.30|2009.04.29|8000~10000|8000~10000|8000~10000|31497|31497||13.10%|2009.05.11~05.12|2009.05.11|2009.05.12|412.3:1|true|true|true|true|2009/05/19|-|%|%|20000|100%|17000
아이씨코리아|2800|한화증권|2010.09.30~10.01|2010.09.30|2010.10.01|2010.09.30|2400~3000|2400~3000|2400~3000|3600|3600||-|2010.10.07~10.08|2010.10.07|2010.10.08|1105.27:1|true|true|true|true|2010/10/19|-|%|%|4500|60.71%|4740
뉴트리|14500|미래에셋대우|2018.11.27~11.28|2018.11.27|2018.11.28|2018.11.27|14500~17000|14500~17000|14500~17000|32799|32799|28.68:1|-|2018.12.03~12.04|2018.12.03|2018.12.04|0.19:1|true|true|true|true|2018/12/13|-|%|%|13050|-10%|13900
한화에이스스팩2호|2000|한화투자증권|2015.07.02~07.03|2015.07.02|2015.07.03|2015.07.02|2000~2000|2000~2000|2000~2000|13250|13250||-|2015.07.09~07.10|2015.07.09|2015.07.10|54.46:1|true|true|true|true|2015/07/20|-|%|%|2125|6.25%|2160
배럴|9500|하나금융투자|2018.01.15~01.16|2018.01.15|2018.01.16|2018.01.15|8000~9500|8000~9500|8000~9500|13680|13680|298.48:1|9.06%|2018.01.22~01.23|2018.01.22|2018.01.23|369.78:1|true|true|true|true|2018/02/01|-|%|%|10400|9.47%|13500
케이비스팩6호|2000|케이비투자증권|2014.12.11~12.12|2014.12.11|2014.12.12|2014.12.11|2000~2000|2000~2000|2000~2000|30000|30000||-|2014.12.17~12.18|2014.12.17|2014.12.18|2.42:1|true|true|true|true|2014/12/29|-|%|%|2030|1.5%|2105
우리손에프앤지|2210|미래에셋대우|2016.07.11~07.12|2016.07.11|2016.07.12|2016.07.11|1935~2210|1935~2210|1935~2210|35239|35239|455.1:1|40.40%|2016.07.18~07.19|2016.07.18|2016.07.19|638.97:1|true|true|true|true|2016/07/27|-|%|%|4000|81%|2910
글로비스|21300|대우증권|2005.12.07~-|2005.12.07|null|2005.12.07|19000~21000|19000~21000|19000~21000|159750|159750||-|2005.12.14~12.16|2005.12.14|2005.12.16|150.14:1|true|true|true|false|null|null|null|null|null|null|null
신한스팩8호|2000|신한금융투자|2021.09.08~09.09|2021.09.08|2021.09.09|2021.09.08|2000~2000|2000~2000|2000~2000|12500|12500||-|2021.09.13~09.14|2021.09.13|2021.09.14|361.39:1|true|true|true|true|2021/09/27|2090|0.00%|4.5%|2100|5%|2080
램테크놀러지|3900|한국투자증권|2013.10.30~10.31|2013.10.30|2013.10.31|2013.10.30|3500~3900|3500~3900|3500~3900|4875|4875||-|2013.11.06~11.07|2013.11.06|2013.11.07|640.94:1|true|true|true|true|2013/11/18|-|%|%|6250|60.26%|5320
하이에이아이스팩1호|2000|하이투자증권|2016.02.17~02.18|2016.02.17|2016.02.18|2016.02.17|2000~2000|2000~2000|2000~2000|9200|9200||-|2016.02.23~02.24|2016.02.23|2016.02.24|1.16:1|true|true|true|true|2016/03/08|-|%|%|1970|-1.5%|1945
큐리언트|21000|한국투자증권|2016.02.15~02.16|2016.02.15|2016.02.16|2016.02.15|18000~21000|18000~21000|18000~21000|32508|32508|709.15:1|35.24%|2016.02.18~02.19|2016.02.18|2016.02.19|959.28:1|true|true|true|true|2016/02/29|-|%|%|33900|61.43%|39000
에스제이그룹|38600|NH투자증권,아이비케이투자증권|2019.10.31~11.01|2019.10.31|2019.11.01|2019.10.31|32000~38600|32000~38600|32000~38600|26240|26240|946.62:1|13.56%|2019.11.07~11.08|2019.11.07|2019.11.08|512.93:1|true|true|true|true|2019/11/18|20800|2.46%|-46.11%|43500|12.69%|46400
원티드랩|35000|한국투자증권|2021.07.26~07.27|2021.07.26|2021.07.27|2021.07.26|28000~35000|28000~35000|28000~35000|20440|20440|1503.91:1|10.98%|2021.08.02~08.03|2021.08.02|2021.08.03|1731.23:1|true|true|true|true|2021/08/11|30000|5.82%|-14.29%|70000|100%|91000
에스앤더블류|6700|대신증권|2009.07.15~07.16|2009.07.15|2009.07.16|2009.07.15|5600~6700|5600~6700|5600~6700|5360|5360||-|2009.07.27~07.28|2009.07.27|2009.07.28|995.16:1|true|true|true|true|2009/08/05|-|%|%|10000|49.25%|8500
에스케이디앤디|26000|대신증권,신한금융투자|2015.06.04~06.05|2015.06.04|2015.06.05|2015.06.04|20200~24300|20200~24300|20200~24300|59590|59590|570.59:1|36.70%|2015.06.10~06.11|2015.06.10|2015.06.11|574.68:1|true|true|true|true|2015/06/23|-|%|%|52000|100%|67600
신한서부티엔디리츠|5000|한국투자증권,신한금융투자,하나금융투자|2021.11.17~11.18|2021.11.17|2021.11.18|2021.11.17|5000~5000|5000~5000|5000~5000|134889|134889|564.84:1|15.28%|2021.11.24~11.26|2021.11.24|2021.11.26|151.98:1|true|true|true|true|2021/12/10|4740|0.74%|-5.2%|4805|-3.9%|4915
롯데쇼핑|400000|대우증권|2006.01.26~-|2006.01.26|null|2006.01.26|340000~430000|340000~430000|340000~430000|685714|685714||-|2006.02.01~02.03|2006.02.01|2006.02.03|77.04:1|true|true|true|false|null|null|null|null|null|null|null
하나금융스팩21호|null|하나금융투자|2022.02.09~02.10|2022.02.09|2022.02.10|null|2000~2000|null|2000~2000|12000|null|null|null|2022.02.15~02.16|2022.02.15|2022.02.16||true|false|true|false|null|null|null|null|null|null|null
칩스앤미디어|10500|한국투자증권|2015.07.20~07.21|2015.07.20|2015.07.21|2015.07.20|9300~10500|9300~10500|9300~10500|6045|6045|123.2:1|-|2015.07.27~07.28|2015.07.27|2015.07.28|82.85:1|true|true|true|true|2015/08/05|-|%|%|13700|30.48%|16400
에스피시스템스|4900|한국투자증권|2019.07.29~07.30|2019.07.29|2019.07.30|2019.07.29|4300~4900|4300~4900|4300~4900|8600|8600|1116.32:1|13.68%|2019.08.05~08.06|2019.08.05|2019.08.06|786.16:1|true|true|true|true|2019/08/14|8400|5.00%|71.43%|9800|100%|12700
지누스|70000|NH투자증권,신한금융투자,대신증권,하나금융투자,삼성증권|2019.10.16~10.17|2019.10.16|2019.10.17|2019.10.16|80000~90000|80000~90000|80000~90000|241668|241668|45.68:1|13.73%|2019.10.21~10.22|2019.10.21|2019.10.22|0.63:1|true|true|true|true|2019/10/30|66600|6.05%|-4.86%|73500|5%|83000
메드팩토|40000|삼성증권|2019.12.05~12.06|2019.12.05|2019.12.06|2019.12.05|34000~43000|34000~43000|34000~43000|51374|51374|86.41:1|13.83%|2019.12.10~12.11|2019.12.10|2019.12.11|18.84:1|true|true|true|true|2019/12/19|34800|8.41%|-13%|40000|0%|35900
효성오앤비|7500|SK증권|2008.03.18~-|2008.03.18|null|2008.03.18|8500~11000|8500~11000|8500~11000|13500|13500||2.00%|2008.03.26~03.27|2008.03.26|2008.03.27|269.18:1|true|true|true|true|2008/04/08|-|%|%|9950|32.67%|8460
하이제1호스팩|4000|하이투자증권|2010.11.18~11.19|2010.11.18|2010.11.19|2010.11.18|4000~4000|4000~4000|4000~4000|27000|27000||-|2010.11.23~11.24|2010.11.23|2010.11.24|247.66:1|true|true|true|true|2010/12/03|-|%|%|4060|1.5%|4010
인터넷엠비씨|3400|미래에셋|2005.01.06~-|2005.01.06|null|2005.01.06|4000~4800|4000~4800|4000~4800|10200|10200||-|2005.01.11~01.13|2005.01.11|2005.01.13|516.03:1|true|true|true|false|null|null|null|null|null|null|null
한화에이스스팩3호|2000|한화투자증권|2017.04.13~04.14|2017.04.13|2017.04.14|2017.04.13|2000~2000|2000~2000|2000~2000|5500|5500||-|2017.04.20~04.21|2017.04.20|2017.04.21|130.07:1|true|true|true|true|2017/05/02|-|%|%|2000|0%|2010
티로보틱스|16000|키움증권|2018.11.14~11.15|2018.11.14|2018.11.15|2018.11.14|16000~18000|16000~18000|16000~18000|12800|12800|56.9:1|-|2018.11.19~11.20|2018.11.19|2018.11.20|177.86:1|true|true|true|true|2018/11/29|8110|3.05%|-49.31%|14400|-10%|13050
이엘케이|10000|한화증권|2007.10.11~-|2007.10.11|null|2007.10.11|10500~12500|10500~12500|10500~12500|24000|24000||-|2007.10.17~10.18|2007.10.17|2007.10.18|0.62:1|true|true|true|true|2007/10/29|-|%|%|9000|-10%|7650
케이비스팩7호|2000|케이비투자증권|2015.03.11~03.12|2015.03.11|2015.03.12|2015.03.11|2000~2000|2000~2000|2000~2000|8000|8000||-|2015.03.16~03.17|2015.03.16|2015.03.17|195:1|true|true|true|true|2015/03/25|-|%|%|2260|13%|2310
LG필립스엘시디|34500|동원증권|-~-|null|null|-|37100~52600|37100~52600|37100~52600|356160|356160||-|2004.07.19~07.20|2004.07.19|2004.07.20|7.23:1|true|true|true|false|null|null|null|null|null|null|null
신라젠|15000|NH투자증권,하나금융투자,동부증권,메리츠종금증권|2016.11.23~11.24|2016.11.23|2016.11.24|2016.11.23|15000~18000|15000~18000|15000~18000|150000|150000|74.98:1|-|2016.11.28~11.29|2016.11.28|2016.11.29|172.52:1|true|true|true|true|2016/12/06|12100|0.00%|-19.33%|13500|-10%|12850
제이씨엔터테인먼트|10500|삼성증권|2008.05.14~05.15|2008.05.14|2008.05.15|2008.05.14|8500~10500|8500~10500|8500~10500|21000|21000||-|2008.05.21~05.22|2008.05.21|2008.05.22|175:1|true|true|true|true|2008/05/30|-|%|%|10500|0%|8950
로지시스|2500|삼성증권|2015.07.13~07.14|2015.07.13|2015.07.14|2015.07.13|2000~2500|2000~2500|2000~2500|6348|6348|345.68:1|13.28%|2015.07.20~07.21|2015.07.20|2015.07.21|396.82:1|true|true|true|true|2015/07/29|-|%|%|4180|67.2%|5430
이베스트스팩5호|2000|이베스트투자증권|2020.05.06~05.07|2020.05.06|2020.05.07|2020.05.06|2000~2000|2000~2000|2000~2000|-|-||-|2020.05.11~05.12|2020.05.11|2020.05.12|0.21:1|true|true|true|true|2020/05/20|2095|0.72%|4.75%|2000|0%|2000
아이컴포넌트|3500|한국투자증권|2008.11.25~11.26|2008.11.25|2008.11.26|2008.11.25|5100~5600|5100~5600|5100~5600|1358|1358||-|2008.12.04~12.05|2008.12.04|2008.12.05|437.9:1|true|true|true|true|2008/12/16|-|%|%|4235|21%|4100
엘앤케이바이오|15000|NH투자증권|2016.11.14~11.15|2016.11.14|2016.11.15|2016.11.14|14500~18000|14500~18000|14500~18000|14833|14833|220.1:1|-|2016.11.21~11.22|2016.11.21|2016.11.22|317.14:1|true|true|true|true|2016/11/30|-|%|%|15750|5%|11900
모코코|2500|동원증권|2004.10.12~-|2004.10.12|null|2004.10.12|3000~3800|3000~3800|3000~3800|3990|3990||-|2004.10.20~10.21|2004.10.20|2004.10.21||true|true|true|false|null|null|null|null|null|null|null
한화수성스팩|2000|한화투자증권|2017.05.24~05.25|2017.05.24|2017.05.25|2017.05.24|2000~2000|2000~2000|2000~2000|10000|10000||-|2017.05.29~05.30|2017.05.29|2017.05.30|0.74:1|true|true|true|true|2017/06/08|-|%|%|2020|1%|1970
한국투자신성장1호스팩|2200|한국투자증권|2010.08.09~08.10|2010.08.09|2010.08.10|2010.08.09|2200~-|2200~-|2200|23100|23100||-|2010.08.16~08.17|2010.08.16|2010.08.17|5.18:1|true|true|true|true|2010/08/24|-|%|%|2210|0.45%|2200
마크로밀엠브레인|6800|NH투자증권|2020.06.15~06.16|2020.06.15|2020.06.16|2020.06.15|5200~6400|5200~6400|5200~6400|7280|7280|1056.80:1|19.39%|2020.06.18~06.19|2020.06.18|2020.06.19|888.01:1|true|true|true|true|2020/07/01|8620|3.86%|26.76%|13600|100%|16050
수성|3000|부국증권|2005.11.30~-|2005.11.30|null|2005.11.30|2500~3100|2500~3100|2500~3100|7422|7422||-|2005.12.07~12.09|2005.12.07|2005.12.09|367.57:1|true|true|true|false|null|null|null|null|null|null|null
엘씨텍|1500|신영증권|2006.07.20~-|2006.07.20|null|2006.07.20|1600~2100|1600~2100|1600~2100|2400|2400||52.74%|2006.07.26~07.28|2006.07.26|2006.07.28|896.95:1|true|true|true|true|2006/08/08|-|%|%|3000|100%|3450
하나금융스팩9호|2000|하나금융투자|2017.06.12~06.13|2017.06.12|2017.06.13|2017.06.12|2000~2000|2000~2000|2000~2000|10000|10000||-|2017.06.15~06.16|2017.06.15|2017.06.16|0.19:1|true|true|true|true|2017/06/26|-|%|%|1955|-2.25%|1960
대신밸런스스팩4호|2000|대신증권|2017.02.15~02.16|2017.02.15|2017.02.16|2017.02.15|2000~2000|2000~2000|2000~2000|10000|10000||-|2017.02.21~02.22|2017.02.21|2017.02.22|0.03:1|true|true|true|true|2017/03/03|-|%|%|2000|0%|1990
넥스틴|75400|케이비증권|2020.09.18~09.21|2020.09.18|2020.09.21|2020.09.18|61500~75400|61500~75400|61500~75400|19680|19680|30.25:1|23.30%|2020.09.24~09.25|2020.09.24|2020.09.25|13.92:1|true|true|true|true|2020/10/08|60800|5.56%|-19.36%|71100|-5.7%|71600
브레인즈컴퍼니|25000|키움증권|2021.08.03~08.04|2021.08.03|2021.08.04|2021.08.03|20000~22500|20000~22500|20000~22500|12000|12000|1428.8:1|8.92%|2021.08.09~08.10|2021.08.09|2021.08.10|1190.39:1|true|true|true|true|2021/08/19|23850|0.00%|-4.6%|50000|100%|65000
대유에이피|3000|신영증권|2018.11.21~11.22|2018.11.21|2018.11.22|2018.11.21|2600~3300|2600~3300|2600~3300|7280|7280|299.23:1|-|2018.11.27~11.28|2018.11.27|2018.11.28|11.12:1|true|true|true|true|2018/12/07|-|%|%|6000|100%|4935
대주전자재료|3000|한투증권|2004.11.25~-|2004.11.25|null|2004.11.25|3200~4000|3200~4000|3200~4000|5264|5264||-|2004.12.02~12.03|2004.12.02|2004.12.03|120:1|true|true|true|false|null|null|null|null|null|null|null
손오공|9300|한양증권|2004.12.17~-|2004.12.17|null|2004.12.17|9000~11000|9000~11000|9000~11000|13032|13032||-|2004.12.27~12.29|2004.12.27|2004.12.29||true|true|true|false|null|null|null|null|null|null|null
헝셩그룹|3600|신한금융투자|2016.08.03~08.04|2016.08.03|2016.08.04|2016.08.03|3400~5300|3400~5300|3400~5300|68000|68000|93.06:1|-|2016.08.08~08.09|2016.08.08|2016.08.09|0.77:1|true|true|true|true|2016/08/18|-|%|%|3240|-10%|2690
이리츠코크렙기업|5000|NH투자증권,신영증권,이베스트투자증권,KB증권|2018.06.07~06.08|2018.06.07|2018.06.08|2018.06.07|4800~5200|4800~5200|4800~5200|75943|75943|6.29:1|-|2018.06.12~06.15|2018.06.12|2018.06.15|0.45:1|true|true|true|true|2018/06/27|-|%|%|5010|0.2%|4600
동부스팩5호|2000|DB금융투자|2017.11.27~11.28|2017.11.27|2017.11.28|2017.11.27|2000~2000|2000~2000|2000~2000|8000|8000||-|2017.11.30~12.01|2017.11.30|2017.12.01|0.12:1|true|true|true|true|2017/12/12|-|%|%|2010|0.5%|1955
한컴라이프케어|13700|미래에셋증권|2021.07.29~07.30|2021.07.29|2021.07.30|2021.07.29|10700~13700|10700~13700|10700~13700|88834|88834|418.99:1|3.27%|2021.08.05~08.06|2021.08.05|2021.08.06|109.8:1|true|true|true|true|2021/08/17|6710|3.07%|-51.02%|16050|17.15%|12800
한전기술|21600|동양증권|2009.11.25~11.26|2009.11.25|2009.11.26|2009.11.25|21600~24400|21600~24400|21600~24400|165110|165110||-|2009.12.03~12.04|2009.12.03|2009.12.04|124:1|true|true|true|true|2009/12/14|-|%|%|27000|25%|31050
비나텍|33000|대신증권|2020.09.07~09.08|2020.09.07|2020.09.08|2020.09.07|27000~32000|27000~32000|27000~32000|19800|19800|1098.10:1|22.47%|2020.09.14~09.15|2020.09.14|2020.09.15|1386.85:1|true|true|true|true|2020/09/23|37850|1.61%|14.7%|44000|33.33%|40750
KB게임(KB스팩)|2500|KB투자증권|2010.12.20~12.20|2010.12.20|2010.12.20|2010.12.20|2500~2500|2500~2500|2500~2500|20000|20000||-|2010.12.23~12.24|2010.12.23|2010.12.24|1.21:1|true|true|true|true|2011/01/05|-|%|%|2700|8%|3105
나이스디앤비|1700|대신증권|2011.12.07~12.08|2011.12.07|2011.12.08|2011.12.07|1400~1700|1400~1700|1400~1700|5488|5488||-|2011.12.14~12.15|2011.12.14|2011.12.15|216.35:1|true|true|true|true|2011/12/22|-|%|%|2450|44.12%|2815
로보스타|5800|미래에셋증권|2011.09.27~09.28|2011.09.27|2011.09.28|2011.09.27|4500~6000|4500~6000|4500~6000|6805|6805||-|2011.10.05~10.06|2011.10.05|2011.10.06|184:1|true|true|true|true|2011/10/17|-|%|%|7800|34.48%|8970
대신밸런스스팩5호|2000|대신증권|2018.08.16~08.17|2018.08.16|2018.08.17|2018.08.16|2000~2000|2000~2000|2000~2000|7000|7000||-|2018.08.21~08.22|2018.08.21|2018.08.22|93.50:1|true|true|true|true|2018/08/30|-|%|%|2050|2.5%|2075
펜타마이크로|10200|한화증권|2006.11.29~-|2006.11.29|null|2006.11.29|10000~11000|10000~11000|10000~11000|10209|10209||99.55%|2006.12.05~12.07|2006.12.05|2006.12.07|541.83:1|true|true|true|true|2006/12/19|-|%|%|14000|37.25%|11900
아스트|9500|케이비투자증권|2014.12.09~12.10|2014.12.09|2014.12.10|2014.12.09|7000~10000|7000~10000|7000~10000|19982|19982|74.59:1|5.74%|2014.12.15~12.16|2014.12.15|2014.12.16|4.11:1|true|true|true|true|2014/12/24|-|%|%|8550|-10%|9000
지역난방공사|45000|삼성증권|2010.01.13~01.14|2010.01.13|2010.01.14|2010.01.13|33400~40800|33400~40800|33400~40800|130275|130275||-|2010.01.21~01.22|2010.01.21|2010.01.22|127.3:1|true|true|true|true|2010/01/29|-|%|%|90000|100%|76500
다날|8500|LG증권|-~-|null|null|-|10000~12000|10000~12000|10000~12000|18400|18400||-|2004.07.13~07.14|2004.07.13|2004.07.14|68.25:1|true|true|true|false|null|null|null|null|null|null|null
예스티|14500|NH투자증권|2015.12.02~12.03|2015.12.02|2015.12.03|2015.12.02|14500~18500|14500~18500|14500~18500|15587|15587|32.90:1|73.30%|2015.12.08~12.09|2015.12.08|2015.12.09|9.8:1|true|true|true|true|2015/12/16|-|%|%|15500|6.9%|18000
동부스팩4호|2000|동부증권|2015.12.04~12.07|2015.12.04|2015.12.07|2015.12.04|2000~2000|2000~2000|2000~2000|10000|10000||-|2015.12.09~12.10|2015.12.09|2015.12.10|0.7:1|true|true|true|true|2015/12/18|-|%|%|2000|0%|2005
캐스텍코리아|6500|한국투자증권|2014.05.08~05.09|2014.05.08|2014.05.09|2014.05.08|5000~5800|5000~5800|5000~5800|12500|12500||-|2014.05.15~05.16|2014.05.15|2014.05.16|807.11:1|true|true|true|true|2014/05/27|-|%|%|11500|76.92%|9800
